genes,C1,C2,T1,T2
70207,3.45,2.23,1.69,1.52
70208,11.38,42.35,35.65,42.28
70209,8.62,9.26,18.42,24.86
70218,3.45,19.2,21.8,20.29
70223,522.17,147.63,180.62,180.29
70225,2.59,5.32,4.22,4.57
70226,1.21,1.71,0.84,0.68
70227,0.52,0,0,0
70231,99.64,82.13,69.61,103
70233,45.17,33.44,31.43,41.1
70235,5.52,6.52,12,7.44
70237,5.52,38.07,21.63,27.23
70238,79.3,87.45,90.23,86.59
70239,39.3,68.93,61.67,68.16
70240,1.72,2.23,2.03,1.69
70247,111.36,169.92,162.04,135.47
70248,0.86,2.23,4.9,7.61
70257,351.33,294.58,250.74,372.24
70258,0,0.51,0,0.68
70266,12.76,15.43,13.85,22.49
70274,0.34,0,0,0
70281,0,0.34,0,0
70285,23.79,50.75,69.95,63.08
70291,0,0,0,1.52
70292,89.47,13.72,14.53,15.56
70294,50.51,49.04,45.79,49.38
70296,5.52,10.8,7.94,5.41
70297,12.24,14.57,18.75,24.18
70300,3.28,3.6,1.86,4.23
70310,19.82,43.55,29.91,28.41
70312,47.06,47.5,56.1,55.47
70314,3.79,5.83,4.39,5.41
70315,3.1,3.43,3.21,3.72
70316,8.45,10.63,10.14,10.82
70317,19.14,22.12,22.47,24.02
70319,0.34,1.54,1.01,0.34
70325,1.72,3.26,2.2,3.04
70333,16.72,25.55,25.01,33.32
70335,11.72,9.77,7.43,38.73
70337,0,0,0,0.51
70348,0,2.57,1.86,1.86
70349,94.99,72.87,94.62,98.6
70350,267.2,212.79,230.13,149.17
70351,41.55,78.7,93.1,81.35
70354,32.06,18.52,17.07,20.46
70355,20.51,21.26,13.18,13.19
70356,102.57,111.8,138.38,95.05
70357,0,1.37,1.86,1.52
70358,0.86,1.89,1.52,2.54
70359,6.38,5.49,12.33,4.9
70361,39.82,28.46,19.43,32.81
70365,2.07,2.06,1.35,1.86
70369,19.31,25.38,19.77,22.66
70370,1.21,0.86,0.34,1.01
70373,6.9,6.34,7.94,9.81
70375,4.83,0,0,0.68
70377,41.37,0.69,1.18,1.69
70380,5.52,3.6,4.22,2.71
70381,5.86,2.06,2.53,2.03
70382,25.17,50.24,57.45,43.97
70383,11.21,15.77,11.15,11.5
70385,2.07,14.4,15.38,15.56
70387,12.24,22.63,28.72,22.83
70392,0.52,1.54,1.52,1.86
70394,6.38,12.52,6.08,9.3
70396,19.48,69.79,48.32,45.49
70397,32.24,36.01,27.71,41.77
70405,0,0,0,0.34
70408,4.14,12.17,10.31,10.32
70415,0,1.2,0.84,1.52
70417,0,2.91,3.04,1.18
70419,0.52,3.26,2.37,2.71
70420,20.69,13.03,16.22,17.93
70422,13.79,36.35,33.62,32.64
70423,6.55,5.14,3.89,4.9
70425,33.44,27.43,23.32,19.45
70427,6.03,4.97,5.58,5.58
70428,17.07,21.6,18.59,21.14
70430,10.86,23.32,9.29,9.47
70432,16.03,35.84,32.61,29.43
70433,0.34,32.24,33.45,6.09
70435,266.69,5.66,7.1,6.43
70439,19.82,31.72,42.24,52.43
70441,0,21.6,21.63,2.2
70445,11.38,28.81,34.3,29.09
70448,0.34,1.54,1.86,1.86
70450,2.59,1.2,0.51,1.18
70451,1.9,7.37,4.06,5.24
70454,7.41,23.66,23.65,27.74
70456,31.72,27.78,22.3,36.53
70458,8.45,186.55,141.08,134.96
70461,11.38,6,4.06,6.09
70465,52.41,167.35,126.05,99.11
70466,5,20.75,30.41,17.76
70470,6.72,15.95,10.48,8.96
70472,17.24,103.05,90.23,72.72
70478,11.89,25.89,23.32,26.72
70481,0,0.34,0.34,0
70484,1.55,2.23,0.68,1.69
70487,0,0,0,0.68
70489,1.72,0.86,1.86,1.35
70494,0,0,0.34,0
70495,109.64,59.67,65.05,74.41
70497,92.92,52.81,50.35,46.17
70503,0,0,0,0.34
70508,80.68,34.64,30.24,26.38
70510,47.92,24.86,31.76,35.35
70511,15,7.54,6.76,7.44
70527,25,5.83,8.62,8.29
70533,3.62,10.12,7.94,10.82
70536,23.96,2.57,1.69,3.04
70544,31.2,69.27,52.72,53.1
70546,2.07,4.97,5.24,4.9
70549,7.24,17.15,15.21,14.21
70551,0.52,5.66,3.21,6.09
70552,1.03,1.54,2.2,2.2
70556,16.38,3.09,2.2,3.38
70560,12.41,19.72,23.99,20.29
70561,1.55,4.8,4.22,3.38
70564,20.86,23.32,18.08,30.27
70567,25.69,43.21,37.85,37.55
70568,85.33,102.54,97.15,85.41
70571,0,3.94,3.21,2.03
70572,76.02,169.06,190.42,122.78
70573,9.65,9.6,10.64,10.15
70574,15,8.06,4.9,16.74
70575,4.31,9.43,8.28,5.07
70579,109.12,140.94,132.3,137.84
70584,16.38,31.21,21.46,18.1
70591,5.52,11.66,12.17,10.82
70593,0,0.34,0.84,0
70594,0,0,0,0.34
70599,22.24,16.63,8.79,15.05
70601,21.72,28.98,27.88,27.91
70603,1.9,6.17,5.24,4.9
70604,12.24,3.6,4.39,4.74
70605,21.89,12,12,10.82
70611,17.58,12.17,12.67,13.87
70612,16.72,9.77,8.62,13.87
70615,1.9,1.89,1.18,2.03
70616,12.41,18,9.46,14.04
70617,1.72,2.23,1.86,5.24
70620,3.79,10.97,8.45,11.16
70625,3.1,2.91,3.04,3.04
70638,0,0.34,0.84,0
70640,30.51,55.38,48.15,50.91
70645,1.38,3.26,3.89,3.38
70646,40.17,33.26,29.23,32.64
70650,7.41,29.83,26.53,27.4
70652,5.69,0,0.51,1.18
70661,12.58,14.06,9.97,10.82
70673,0,3.77,2.37,2.37
70675,17.76,13.89,13.69,10.99
70676,2.41,21.78,22.3,17.59
70681,12.58,20.4,17.57,15.05
70683,21.03,43.55,36.16,30.78
70686,7.41,5.66,4.73,4.23
70693,11.89,73.56,61.16,37.04
70696,99.3,0,0.34,1.18
70699,38.62,111.28,89.72,76.78
70701,49.99,0,0.34,0.85
70715,12.24,12.86,10.64,9.98
70717,52.58,0,0,1.18
70719,12.76,14.57,16.9,19.11
70726,1.55,2.23,3.21,5.07
70729,0,0,0,0.34
70747,9.48,11.83,7.6,16.74
70750,183.77,17.15,14.36,16.4
70757,34.82,36.35,31.93,34.33
70762,1.9,3.77,5.41,2.88
70767,8.96,30.01,21.8,23.17
70769,48.1,77.67,70.63,75.43
70771,0,0.69,0,0
70772,1.55,2.57,2.03,2.2
70779,2.93,12.17,7.77,8.79
70784,0.69,2.06,2.87,0.34
70785,3.96,4.46,6.08,2.2
70788,2.41,6.69,1.69,8.79
70789,0,0.51,1.01,1.35
70790,1.21,10.46,13.01,5.58
70791,16.72,17.49,20.11,18.94
70796,2.76,3.6,2.53,5.07
70797,18.27,10.46,8.11,11.67
70799,18.1,28.81,20.11,35.35
70802,12.58,23.83,27.03,26.04
70804,148.95,134.77,187.72,163.54
70806,0,0,0,0.34
70808,11.03,18,23.15,21.48
70810,0.69,0.51,0,0.34
70821,0.34,2.06,1.01,0.85
70823,8.62,24.35,19.6,18.94
70827,42.24,17.49,20.28,29.09
70829,36.03,15.26,22.98,21.48
70832,0.69,1.37,1.01,1.52
70834,23.79,27.95,31.26,17.25
70835,0.86,2.57,3.38,2.71
70839,3.28,0,0,0
70873,0.86,0.34,0,0
70882,0.52,0,0,0
70885,5.86,16.63,17.91,13.19
70887,15,0,0,0
70891,0,0,0.68,0
70892,1.03,1.71,1.86,0.34
70911,5.69,7.54,8.11,1.52
70925,3.28,6.52,6.59,5.41
70930,9.31,21.43,16.9,13.19
70945,0.69,5.14,4.73,4.9
70951,3.96,8.23,6.76,5.58
70957,0.52,0.69,1.35,1.18
70974,1.38,12,13.01,5.92
70989,4.14,0,0.34,0
70997,0.52,2.57,2.87,1.35
70998,3.96,65.33,60.49,57.16
70999,6.55,16.29,12.67,13.19
71003,0,0.51,0,0
71004,0.52,0.86,0,0.68
71041,6.72,22.29,19.6,17.25
71059,3.45,3.43,5.07,3.21
71063,10.52,5.66,7.1,4.4
71069,1.38,27.09,40.21,17.08
71073,2.59,4.8,2.37,4.23
71084,0.34,0,0,0
71085,19.14,103.22,107.97,78.3
71086,1.03,0.86,1.01,1.86
71091,0,1.03,0.34,0.85
71093,46.89,12.52,8.28,9.47
71099,0,0,0.68,0.34
71101,1.21,4.63,2.7,2.88
71111,0,0.86,0.68,7.27
71116,33.27,45.61,39.54,55.13
71131,9.31,13.03,18.75,13.19
71132,1.03,0.86,0.51,1.69
71137,0,16.29,41.06,1.69
71145,9.14,0.34,0.34,0.85
71146,11.55,0,0.34,0
71147,4.83,3.09,3.04,5.07
71148,22.41,42.35,27.37,22.16
71149,0,0.34,0.34,0
71151,8.1,11.49,13.35,14.54
71154,0,0.34,0.34,0
71159,3.79,2.23,3.21,2.54
71163,0.69,2.23,1.01,0.68
71169,10.69,10.12,7.6,9.3
71175,5.52,5.32,6.25,5.41
71176,0,0.51,0.84,0.34
71177,10.69,21.95,28.05,22.32
71198,5.52,1.37,1.52,2.2
71207,124.47,204.73,243.31,250.64
71213,0,0.34,0,0.34
71228,77.4,57.27,56.77,63.93
71233,0,0.34,0.68,0.68
71238,2.93,7.72,10.98,9.98
71240,2.07,3.09,1.69,1.69
71242,4.65,12.52,8.96,16.57
71268,21.03,10.12,16.39,10.82
71275,0.86,0.51,2.2,2.37
71276,2.41,3.94,2.7,2.37
71279,9.14,6.34,3.72,6.09
71302,3.1,2.23,1.18,2.54
71306,2.07,1.03,1.35,1.52
71307,0,0.34,0.34,0.51
71310,2.24,2.06,1.69,0.85
71313,0,0.51,0.34,0
71323,5.34,0.51,0,0.68
71325,7.24,0,0,0
71326,0.52,0.51,0.84,2.88
71330,31.55,84.7,128.07,80.33
71336,1.38,0.69,0.51,2.03
71345,0.52,1.2,0.51,1.69
71354,36.37,4.63,9.12,10.15
71355,0.34,0.34,0.84,0.68
71361,6.72,8.06,6.59,9.47
71363,1.9,1.37,2.37,1.69
71365,0.34,0.51,0,0.34
71373,0,0,0,1.18
71375,1.03,2.57,1.01,0
71382,8.27,3.94,3.72,2.54
71389,10.17,23.83,30.41,19.79
71393,17.76,9.77,7.6,9.81
71398,2.24,0,0.34,0.34
71406,3.79,0.34,0,0.34
71409,17.24,71.16,76.88,62.07
71435,36.37,46.3,47.31,40.25
71436,6.72,65.84,65.73,80.16
71445,1.9,1.71,2.53,2.54
71446,37.24,55.38,70.96,46.85
71448,10.52,14.4,13.01,13.87
71449,7.76,10.46,8.96,9.81
71452,34.65,60.36,58.12,52.43
71453,0,0,0.34,0
71458,30.17,35.49,30.92,30.95
71461,2.07,10.29,12.5,12.85
71472,20.86,18.35,21.97,18.1
71474,1.21,3.6,3.04,3.04
71481,4.14,0.69,0.51,1.01
71492,0.69,4.46,1.86,2.37
71508,1.9,1.71,1.69,2.03
71514,33.79,171.29,132.3,96.23
71517,11.55,10.63,9.63,8.96
71519,0,0.69,0,0
71520,12.07,2.57,4.06,3.89
71521,0.86,1.71,1.86,1.18
71522,0,0,0,0.51
71523,0.52,1.03,0.84,2.37
71529,55.51,18.86,17.57,22.66
71532,0.86,1.2,1.18,1.86
71538,18.27,13.89,11.15,17.93
71544,4.14,3.77,3.04,0.85
71562,6.9,3.6,3.21,7.44
71564,6.03,1.54,2.2,2.37
71566,55.34,4.8,6.59,5.07
71583,0.34,0.34,0.51,1.52
71584,0,0.86,0.51,0.34
71586,13.62,0.34,0.68,0.68
71591,2.07,11.66,6.93,4.9
71592,4.48,16.29,14.53,13.7
71599,2.41,16.8,14.7,14.88
71602,0,0,0,0.34
71607,0.86,0,0,0.51
71609,5.34,1.54,1.52,1.69
71617,1.55,0.69,0.51,0
71640,1.55,1.89,2.7,2.03
71643,3.28,18.86,17.91,17.59
71648,13.27,0.34,0.84,2.2
71653,21.38,2.4,2.87,7.27
71660,488.38,3.26,0.51,3.21
71661,0,0,0,2.54
71664,1.03,0,0,0
71665,7.41,3.09,3.89,3.72
71667,64.99,30.18,33.62,36.36
71670,0.69,1.2,1.35,1.18
71673,29.31,17.66,31.6,32.47
71675,17.07,24.86,17.74,17.42
71678,41.2,14.57,31.6,17.93
71679,375.47,634.76,782.64,690.87
71683,0.52,3.26,2.87,1.86
71684,3.1,1.37,0.84,2.37
71685,1.03,0.51,2.2,1.86
71687,1.03,0.86,0.51,0.68
71690,4.83,3.6,1.69,1.86
71693,0,0,0,0.51
71699,4.14,2.06,0.68,4.9
71701,1.21,1.03,0.68,1.52
71702,0.69,2.06,2.03,0.68
71703,21.38,39.78,42.24,39.07
71704,8.27,2.57,3.21,5.75
71706,1.55,0.34,0.84,0.51
71707,7.41,8.92,12.5,9.81
71709,26.2,22.63,23.65,17.25
71710,6.03,16.8,23.49,14.21
71711,7.93,10.97,5.24,10.32
71712,3.1,0,0,1.18
71713,1.55,1.2,1.01,1.52
71715,3.62,15.43,8.96,10.15
71718,17.76,24.86,14.87,15.05
71720,6.9,8.06,6.93,6.6
71721,1.03,3.94,3.72,2.88
71722,20.86,22.98,25.01,22.32
71723,11.72,8.4,9.46,17.42
71724,0.34,0.51,0,0.51
71726,8.96,15.26,19.77,15.05
71728,17.07,19.89,11.15,10.99
71729,5,24.35,21.29,19.11
71732,5.69,3.26,3.38,3.89
71733,14.83,0,0.34,0.68
71735,22.76,40.29,41.23,43.46
71738,1.72,0.69,0.51,0.85
71740,2.07,0.51,0.68,1.52
71742,2.07,1.2,1.69,1.18
71743,11.21,18.69,17.07,17.25
71745,78.09,113.51,119.29,111.96
71746,4.14,3.6,3.04,2.71
71750,6.38,16.12,16.9,12.01
71751,0,0.34,0.51,0
71752,27.24,57.27,66.23,49.05
71753,0.34,0,0,0.34
71755,0.86,4.63,5.07,3.21
71761,0,0,0,0.68
71764,3.1,1.71,0.84,0.85
71765,18.1,32.92,29.06,43.63
71766,30.51,98.76,88.54,85.58
71767,8.96,30.18,17.07,20.63
71768,6.9,0.69,0.34,0.68
71769,1.21,3.94,5.74,3.04
71770,22.93,25.21,38.19,27.4
71772,47.92,22.63,21.97,22.16
71774,15.52,0.34,0,0.85
71775,1.21,2.06,7.43,13.36
71776,2.07,2.06,1.35,1.52
71777,11.72,10.8,13.18,16.4
71778,23.45,25.89,22.64,21.99
71779,76.54,29.66,27.37,36.36
71780,144.81,229.93,161.19,197.54
71781,0,0,0,0.34
71782,11.72,10.8,13.01,9.3
71785,0,0,0.34,0.51
71787,30.17,36.52,25.51,35.18
71790,13.79,1.71,0.34,1.18
71791,0,0.34,1.01,0.51
71793,7.76,8.4,7.77,6.26
71795,4.31,20.4,18.08,14.04
71797,3.62,0,0,1.52
71799,10.69,8.06,7.6,7.44
71801,28.62,19.55,14.53,18.94
71804,3.28,9.26,7.6,10.32
71805,13.1,22.46,17.74,15.22
71807,15.34,16.12,18.25,27.23
71810,127.4,201.81,175.55,201.26
71816,0.52,1.54,2.03,1.01
71817,157.39,52.81,47.14,48.88
71819,3.45,17.66,13.18,13.19
71827,0.52,1.03,0,0.85
71828,0.52,0,0.34,0.34
71833,44.48,96.36,145.14,88.62
71834,20.17,30.69,28.39,30.44
71835,5.52,36.69,22.3,17.59
71838,8.1,11.49,11.49,10.99
71839,1.03,0,0,0.68
71840,0,0,0,0.34
71841,0.34,0,0,0
71843,3.28,22.12,13.69,17.93
71844,4.14,3.77,2.7,3.21
71846,24.13,34.81,24.33,34.84
71853,370.12,323.55,282,301.04
71860,0,0,0.34,0
71862,3.1,0,0,0.34
71865,16.03,30.01,28.89,28.75
71870,0,0.34,0,0
71872,0,0.69,0,0.51
71874,1.38,0,0.68,0.34
71876,1.55,9.77,9.29,10.49
71877,0.52,0.34,1.35,0.68
71878,3.62,6,9.63,8.63
71881,56.2,13.37,11.32,9.81
71883,25.34,18.52,14.19,25.71
71885,1.55,3.09,2.87,3.72
71887,1.38,1.03,1.52,2.37
71889,18.45,1.03,0,0.85
71890,37.41,34.46,35.99,34.16
71891,30,18,17.74,16.91
71893,1.38,0.69,0.68,0.51
71897,0.86,6.86,4.22,7.44
71898,12.41,0,0,0
71900,138.08,33.09,37.17,38.22
71901,3.1,0.51,0.51,0
71902,46.55,106.99,103.74,86.93
71904,5.52,0.34,1.01,1.35
71908,1.21,0.86,0.51,0.34
71909,5.52,11.32,9.12,7.44
71910,13.62,4.97,3.89,8.79
71911,22.24,8.57,10.98,19.79
71912,0,0.86,0.84,1.35
71913,10,1.54,0.51,3.55
71914,24.31,18.52,16.56,28.58
71916,2.93,6,9.12,5.24
71918,30.17,11.49,11.83,19.11
71919,4.48,7.03,3.72,5.07
71920,0,0.51,0,0
71923,7.24,3.26,3.72,1.86
71924,1.72,12.86,11.83,7.95
71927,78.95,67.04,62.18,55.81
71929,88.09,92.25,73.16,60.38
71932,0.69,0,0,0
71934,3.45,1.89,2.87,2.2
71939,0.52,0,0,0
71941,16.55,10.46,12,16.91
71943,5.52,6.86,7.27,7.1
71946,67.75,12,13.18,19.45
71947,7.59,6.17,7.43,6.26
71949,35.86,21.95,22.13,17.93
71951,2.93,33.09,26.19,25.88
71952,4.48,15.26,12.84,9.3
71954,65.34,79.73,74.01,81.52
71955,42.24,36.01,36.16,30.1
71956,0.34,0.34,0,0
71957,26.89,29.83,39.88,28.92
71960,6.72,5.66,2.03,8.29
71962,23.96,4.46,2.7,3.21
71963,28.79,78.87,64.88,65.45
71966,13.45,28.81,24.84,15.39
71968,16.89,26.23,24.16,23.85
71970,5,16.63,17.4,15.56
71971,8.1,12.69,7.6,6.6
71973,8.27,29.15,23.82,46.17
71974,41.55,63.78,80.43,58.85
71978,67.4,134.26,139.23,104.18
71979,0.69,0,0,0
71981,0,0.51,0.34,0.68
71982,5.86,2.91,3.04,3.21
71983,4.83,6,7.6,8.12
71984,6.9,14.75,11.66,11.16
71985,4.14,2.06,1.52,2.88
71986,11.03,18.52,18.59,19.28
71988,1.21,7.2,10.98,9.47
71989,10.69,13.89,14.7,12.85
71990,6.38,9.43,6.25,7.61
71991,4.83,10.12,11.49,8.29
71994,307.89,298.01,308.53,320.66
71995,1443.42,0,0,14.21
71996,192.04,0,0,0.85
71997,0,0.86,0.34,0
71998,0.69,0.34,0,0.51
71999,19.31,45.61,22.3,19.62
72000,0.69,2.23,1.18,1.69
72002,0,0,0,9.81
72003,0.69,0.86,0.34,0.34
72007,78.61,20.75,17.23,25.37
72008,10.17,13.55,11.49,16.74
72012,7.07,18.86,16.9,23.51
72014,0,2.06,4.22,0
72016,6.9,26.58,23.82,15.9
72017,15.86,12.35,6.59,8.29
72018,23.45,36.18,30.24,32.98
72020,11.72,12,10.14,13.19
72022,22.24,1.37,2.53,2.71
72023,4.14,2.4,0.68,1.69
72025,58.79,0,0,0
72026,2.41,7.37,3.72,7.44
72027,1.21,0,0,4.06
72029,10,13.03,8.96,10.99
72030,108.26,0,0,1.35
72033,27.75,32.75,37,32.3
72039,12.07,15.95,13.52,14.21
72040,5,0,0,0.85
72041,1.21,2.74,2.37,2.54
72042,35,124.14,94.11,85.75
72043,30,53.5,44.61,34.5
72046,15.52,5.14,6.93,5.41
72047,35.34,62.41,63.02,59.36
72049,0,0,0.34,0
72050,26.2,50.24,58.63,43.13
72053,38.1,31.55,27.88,29.77
72054,0.69,0,0,0
72055,39.65,29.49,18.92,26.38
72056,12.24,23.32,19.6,19.62
72057,30.17,45.61,53.39,42.62
72058,2.93,1.2,0.84,3.04
72061,2.41,0.69,0,1.35
72065,64.47,56.41,55.25,61.56
72068,27.75,88.82,68.43,52.6
72074,0,0,0,0.51
72075,23.79,41.32,31.76,22.66
72077,1.72,0,0,0
72080,1.03,26.23,24.33,23.17
72083,3.96,7.54,3.21,2.54
72084,32.24,39.61,38.86,49.21
72085,0.52,0.51,0.34,0.34
72088,0,1.2,1.18,1.01
72091,3.1,17.83,10.98,8.96
72093,13.79,22.46,18.08,22.16
72096,22.41,49.04,32.27,40.93
72097,0,0,0.34,0
72098,10,4.29,1.52,3.55
72102,61.03,71.16,61.33,54.63
72103,4.65,8.92,7.43,5.58
72106,35.51,38.07,35.99,35.01
72107,2.24,10.97,4.73,11.5
72108,35,18,12.33,18.77
72112,0,0,0,3.55
72113,8.96,10.12,10.81,9.47
72114,10.86,45.61,39.71,42.79
72117,87.57,145.06,129.93,120.92
72119,15.52,99.45,99.35,61.56
72121,5.34,0.34,1.69,2.37
72123,31.03,13.2,9.63,9.13
72124,25.86,61.73,42.58,37.55
72125,0,3.43,7.6,1.52
72128,6.72,26.41,26.7,27.06
72129,38.96,38.07,40.55,28.75
72133,13.96,19.03,21.63,17.25
72135,0,0.86,0.51,0.85
72136,12.93,12.17,4.73,11.33
72137,2.24,4.12,3.72,6.09
72139,7.76,14.23,14.02,12.52
72140,3.28,14.75,11.83,9.13
72141,29.48,35.32,38.86,30.1
72144,6.55,11.32,15.04,14.88
72145,42.41,51.95,60.49,58.18
72146,2.07,3.09,2.53,4.23
72147,2.41,2.91,4.06,3.72
72148,22.58,2.91,2.37,2.03
72149,12.07,21.26,17.91,17.93
72151,8.45,41.15,32.78,26.89
72154,0.52,4.46,4.39,4.06
72155,46.03,118.83,176.23,133.27
72157,12.24,15.43,9.12,15.9
72160,8.27,13.03,13.35,19.79
72162,10.17,22.8,22.64,16.91
72167,1.21,3.94,2.7,5.07
72169,11.03,0,0.68,0.51
72170,20.34,26.75,21.8,36.02
72171,4.14,7.54,5.07,5.07
72175,1.9,1.71,1.35,0.85
72179,2.24,3.6,3.21,2.88
72180,0.34,2.4,2.03,2.37
72181,1.55,5.83,5.91,7.27
72183,77.4,100.48,98.84,101.47
72184,0,2.06,1.86,0.34
72185,0.52,11.32,13.52,5.58
72190,3.62,5.66,10.31,1.86
72193,25.34,39.44,43.25,35.52
72194,9.83,17.15,10.48,12.01
72195,22.24,22.63,23.82,24.35
72198,62.06,166.66,184.68,145.28
72199,31.89,26.75,31.6,25.88
72201,25.17,58.64,54.74,34.33
72203,0,0.51,0.34,0.34
72205,10.69,4.29,5.74,8.96
72215,0,0.51,0,0.85
72230,0.34,0.86,1.69,0.51
72238,11.03,12.69,9.29,9.64
72242,0.34,0,0,0
72243,1.03,0.86,0.68,0.85
72244,40.68,17.15,20.61,21.31
72250,0.86,0.34,0,0.34
72254,4.14,9.09,5.41,8.63
72258,0,0.51,0,0
72265,96.02,80.07,79.07,81.69
72267,2.76,0,0,0
72269,56.54,0.69,1.01,3.38
72275,60.16,7.03,4.9,14.04
72278,13.45,3.26,4.22,3.89
72281,1.21,0,0,0.68
72282,1.9,0,0,0.51
72284,15,13.89,11.49,14.21
72287,8.79,4.29,4.56,5.41
72289,57.06,18.52,13.52,10.99
72290,8.96,14.06,13.18,12.18
72293,2.24,8.92,9.12,4.9
72296,23.1,3.94,4.22,4.23
72297,0.34,0,0,0
72301,4.65,1.03,1.18,1.35
72306,2.24,4.46,5.91,5.24
72307,5.52,2.23,3.89,5.07
72308,22.41,34.46,39.54,26.21
72309,16.2,4.12,7.94,9.13
72310,1.03,0,0,0
72313,15.69,22.98,12.5,12.18
72315,1.03,4.97,2.2,2.37
72318,8.27,0.51,1.86,1.69
72320,14.83,15.95,15.38,12.35
72322,2.41,4.46,4.22,1.86
72323,15.52,18.69,13.35,17.08
72325,5.17,8.57,7.6,8.79
72326,0.34,2.4,3.72,2.54
72330,0,0.34,0,0
72333,1.21,5.32,1.52,4.57
72341,6.55,21.26,20.78,21.14
72344,13.27,24.69,17.91,14.71
72345,1.38,10.97,9.97,5.41
72349,37.41,11.49,7.94,20.46
72350,1.55,0.69,0.34,0
72351,0.86,0.51,0.84,0
72354,16.72,25.55,19.77,23.34
72355,9.48,5.14,5.74,4.74
72357,29.31,31.89,35.48,38.9
72368,7.59,3.94,4.06,4.4
72371,2.76,6.86,4.73,5.07
72373,10.17,0,0,0
72386,0,0.69,1.01,0.85
72388,4.14,2.23,3.89,4.06
72391,4.83,15.26,9.8,13.7
72392,17.93,3.6,4.22,10.65
72393,0,0.34,0,0
72395,0,0.86,0.68,0.68
72397,4.48,4.97,3.72,5.75
72399,34.31,31.89,26.02,23.68
72400,18.27,66.19,72.65,52.94
72401,1.03,18.35,13.85,15.56
72404,7.07,1.71,1.69,1.69
72413,0.52,1.03,2.7,0.51
72415,0.69,5.49,7.27,6.09
72416,54.65,80.07,69.78,102.32
72421,2.07,1.71,2.2,1.69
72425,13.62,30.86,18.08,17.76
72429,18.27,7.2,10.31,10.32
72431,10.34,0,0,0
72433,0,1.89,3.04,0.51
72434,0,0,0,0.34
72440,13.1,78.7,67.25,55.64
72446,5.52,5.14,4.22,4.06
72454,17.41,15.77,20.95,26.55
72461,10.17,2.06,2.37,4.57
72462,13.96,23.83,21.46,19.28
72469,7.76,1.03,0.34,1.18
72472,7.93,4.63,4.39,7.44
72475,32.24,110.59,158.32,107.9
72477,36.55,16.12,16.56,17.42
72479,22.07,12.69,17.4,12.68
72480,1.03,18.18,18.25,9.81
72481,0,0.34,0,0
72482,26.03,39.78,29.74,36.7
72486,3.62,64.3,67.42,49.89
72495,2.41,1.54,3.21,2.2
72500,3.45,15.43,8.11,12.52
72502,7.59,12.35,11.32,12.18
72503,82.92,105.97,90.56,101.64
72504,1.9,4.12,2.7,2.03
72507,2.07,14.23,16.05,12.68
72508,25.69,39.95,34.3,36.36
72512,12.24,5.32,1.69,5.24
72514,2.41,12.35,6.93,3.04
72515,38.44,58.47,61.33,52.43
72518,0,1.2,2.03,0.85
72519,15,58.13,41.06,37.21
72522,3.1,8.4,4.56,3.72
72535,3.96,1.89,0.84,10.32
72542,35.34,77.33,61.16,42.62
72543,5.52,17.49,11.49,15.56
72544,22.93,43.38,22.3,23
72549,34.82,22.12,41.06,25.71
72552,37.41,29.32,30.08,33.49
72554,14.14,27.43,36.5,23.85
72555,0,0,0,0.34
72560,0.86,2.57,2.37,1.52
72562,49.3,28.81,38.35,45.33
72565,32.41,20.06,18.59,14.88
72567,30,127.91,111.52,94.88
72568,7.59,5.14,6.93,9.64
72569,17.07,13.72,20.61,13.7
72572,14.31,29.32,34.3,24.86
72575,45.86,4.97,3.89,8.96
72580,1.21,1.2,1.69,0.85
72584,104.64,79.05,69.95,62.74
72585,0.69,3.6,4.73,5.92
72587,19.31,25.89,27.71,16.91
72588,0,0.69,0.68,0.68
72590,1.21,1.2,1.52,1.35
72599,100.5,33.44,36.66,41.44
72603,0.86,4.8,3.04,2.54
72605,0,0,0.34,0
72607,2.07,12,8.45,17.59
72611,39.48,12.86,17.07,10.15
72612,21.2,62.41,46.97,60.38
72614,0.52,1.03,2.37,0
72615,25.86,19.55,15.71,32.3
72621,54.48,56.58,57.45,65.28
72628,0,0.34,0.34,0.34
72630,12.41,8.06,13.01,19.62
72632,0,0,0.34,0
72634,0,0.34,0,0
72635,4.83,7.72,4.9,7.61
72640,0.69,48.7,46.3,32.64
72648,0,0.69,2.7,2.2
72649,12.58,29.32,19.6,23
72650,1.38,2.74,1.35,1.01
72654,22.24,29.32,25.51,24.18
72655,13.45,58.47,31.6,43.63
72656,14.31,32.92,30.92,27.23
72657,99.12,333.16,346.88,289.54
72658,5.69,14.23,16.73,13.02
72661,1.03,5.83,7.1,7.27
72662,8.79,24.35,23.99,19.79
72665,0.52,2.06,1.52,1.01
72667,3.79,12.35,21.97,13.87
72668,3.28,40.47,39.71,32.3
72669,0,0.34,0.84,0
72672,11.38,31.38,25.51,31.29
72674,69.82,41.49,31.26,53.1
72685,1.21,1.03,1.35,1.69
72691,1.38,0,0,0.68
72692,59.82,146.95,156.12,129.38
72693,0,1.03,1.35,0.51
72699,13.45,21.78,18.25,17.25
72701,0,2.4,2.2,2.88
72713,0,2.23,1.18,0.34
72716,2.59,0.34,0,0.34
72720,3.79,8.74,8.45,6.6
72722,33.79,36.52,37.51,36.19
72723,1.03,3.94,4.39,3.21
72726,12.07,14.23,9.12,9.3
72727,79.3,89.16,65.56,78.64
72729,32.06,68.41,55.59,30.95
